Ruta,Texto original,Traducción
CommonEvent[276].command[817].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[818].textData,"""\N[3]...""",
CommonEvent[276].command[822],____TEXT____,
CommonEvent[276].command[823].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[824].textData,"""\N[4]...""",
CommonEvent[276].command[828],____TEXT____,
CommonEvent[276].command[829].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[830].textData,"""\N[9]...""",
CommonEvent[276].command[834],____TEXT____,
CommonEvent[276].command[835].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[836].textData,"""\N[11]...""",
CommonEvent[276].command[847],____TEXT____,
CommonEvent[276].command[848].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[849].textData,"""Моя голова... Мне не хорошо...""",
CommonEvent[276].command[850],____TEXT____,
CommonEvent[276].command[851].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[852].textData,"""Мне нужно передохнуть и собраться с мыслями...""",
CommonEvent[276].command[853],___CHOICE___,
CommonEvent[276].command[853].textChoice[0],"""Что случилось?""",
CommonEvent[276].command[853].textChoice[1],"""Может быть ты можешь немного отдышатся...""",
CommonEvent[276].command[853].textChoice[2],"""Тут нельзя оставаться!"" ",
CommonEvent[276].command[853].textChoice[3],"""Давай пройдем хотя бы чуть-чуть дальше...""",
CommonEvent[276].command[853].textChoice[4],"""Ты труп, если останешься здесь один"".",
CommonEvent[276].command[855],____TEXT____,
CommonEvent[276].command[856].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[857].textData,"""Не знаю, что на меня так влияет. Возможно это тьма,",
CommonEvent[276].command[858].textData,"или меня кто-то сглазил...""",
CommonEvent[276].command[859],____TEXT____,
CommonEvent[276].command[860].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[861].textData,"""Я будто в бреду... Эти тоннели... Они медленно",
CommonEvent[276].command[862].textData,"закручиваются в спираль...""",
CommonEvent[276].command[863],____TEXT____,
CommonEvent[276].command[864].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[865].textData,"""Я думаю, мне нужно отдышатся немного...""",
CommonEvent[276].command[866],____TEXT____,
CommonEvent[276].command[867].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[868].textData,"""Идите без меня. Я вас догоню"".",
CommonEvent[276].command[869],___CHOICE___,
CommonEvent[276].command[869].textChoice[0],"""Это не самая лучшая идея, оставаться позади"".",
CommonEvent[276].command[869].textChoice[1],"""Ладно, еще увидимся"".",
CommonEvent[276].command[872],____TEXT____,
CommonEvent[276].command[873].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[874].textData,"""...""",
CommonEvent[276].command[875],____TEXT____,
CommonEvent[276].command[876].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[877].textData,"""Ja. Тьма затуманила мой разум"".",
CommonEvent[276].command[878],____TEXT____,
CommonEvent[276].command[879].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[880].textData,"""Не обращай внимания. Продолжим наш путь"".",
CommonEvent[276].command[884],____TEXT____,
CommonEvent[276].command[885].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[886].textData,"""Ja...""",
CommonEvent[276].command[887],____TEXT____,
CommonEvent[276].command[888].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[889].textData,"""Не волнуйся обо мне... Я уже сталкивался с",
CommonEvent[276].command[890].textData,"немыслимым ужасом раньше...""",
CommonEvent[276].command[891],____TEXT____,
CommonEvent[276].command[892].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[893].textData,"""Я вернусь к тебе...""",
CommonEvent[276].command[899],____TEXT____,
CommonEvent[276].command[900].textData,\c[7]Энки\c[0],
CommonEvent[276].command[901].textData,"""...Хммм"".",
CommonEvent[276].command[902],____TEXT____,
CommonEvent[276].command[903].textData,\c[7]Энки\c[0],
CommonEvent[276].command[904].textData,"""А я то думал ты еще тот огромной злой северный ",
CommonEvent[276].command[905].textData,"зверюга. Думал, такие как ты не страшатся ничего"".",
CommonEvent[276].command[906],____TEXT____,
CommonEvent[276].command[907].textData,\c[7]Энки\c[0],
CommonEvent[276].command[908].textData,"""Получается, уже сдаешься?""",
CommonEvent[276].command[909],____TEXT____,
CommonEvent[276].command[910].textData,\c[7]Энки\c[0],
CommonEvent[276].command[911].textData,"""Жалкое зрелище"".",
CommonEvent[276].command[913],____TEXT____,
CommonEvent[276].command[914].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[915].textData,"""...""",
CommonEvent[276].command[916],____TEXT____,
CommonEvent[276].command[917].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[918].textData,"""У тебя с языка яд капает, как у змеи. Кто-нибудь ",
CommonEvent[276].command[919].textData,"говорил тебе такое?""",
CommonEvent[276].command[920],____TEXT____,
CommonEvent[276].command[921].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[922].textData,"""...""",
CommonEvent[276].command[924],____TEXT____,
CommonEvent[276].command[925].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[926].textData,"""Гха-ха-ха-ха! Подловил меня"".",
CommonEvent[276].command[927],____TEXT____,
CommonEvent[276].command[928].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[929].textData,"""Подловил...""",
CommonEvent[276].command[931],____TEXT____,
CommonEvent[276].command[932].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[933].textData,"""Ладно, забыли. Идем дальше"".",
CommonEvent[276].command[934],____TEXT____,
CommonEvent[276].command[935].textData,\c[7]Энки\c[0],
CommonEvent[276].command[936].textData,"""...""",
CommonEvent[276].command[937],____TEXT____,
CommonEvent[276].command[938].textData,"""Ты видишь едва заметную ухмылку на лице Энки..""",
CommonEvent[276].command[939],____TEXT____,
CommonEvent[276].command[940].textData,"Хотя, нет. Должно быть, тебе показалось. Он все",
CommonEvent[276].command[941].textData,так же холоден и невозмутим.,
CommonEvent[276].command[950].textComment,!!!!!,
CommonEvent[276].command[959],____TEXT____,
CommonEvent[276].command[960].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[961].textData,"""Ja... Осторожнее там... Скоро увидимся...""",
CommonEvent[276].command[967],____TEXT____,
CommonEvent[276].command[968].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[969].textData,"""Ja, мне нужно собраться с мыслями. Короткая",
CommonEvent[276].command[970].textData,"медитация должна помочь"".",
CommonEvent[276].command[971],____TEXT____,
CommonEvent[276].command[972].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[973].textData,"""Осторожнее там... Еще увидимся...""",
CommonEvent[276].command[978],____TEXT____,
CommonEvent[276].command[979].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[980].textData,"""...""",
CommonEvent[276].command[981],____TEXT____,
CommonEvent[276].command[982].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[983].textData,"""Ja...Тьма затуманила мой разум"".",
CommonEvent[276].command[984],____TEXT____,
CommonEvent[276].command[985].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[986].textData,"""Хорошо, что хотя бы ты всё еще в силах видеть через ",
CommonEvent[276].command[987].textData,"эту непроглядную темную вуаль"".",
CommonEvent[276].command[989],____TEXT____,
CommonEvent[276].command[990].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[991].textData,"""Если я снова заною, отвесь мне хорошенькую такую ",
CommonEvent[276].command[992].textData,"оплеуху и скажи что б держал себя в руках"".",
CommonEvent[276].command[993],___CHOICE___,
CommonEvent[276].command[993].textChoice[0],"""Так и сделаю"".",
CommonEvent[276].command[993].textChoice[1],"""Бывает... даже с лучшими из нас"".",
CommonEvent[276].command[993].textChoice[2],"""...""",
CommonEvent[276].command[1004],____TEXT____,
CommonEvent[276].command[1005].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1006].textData,"""Да тут лучше места не найти...""",
CommonEvent[276].command[1007],____TEXT____,
CommonEvent[276].command[1008].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1009].textData,"""Это место не стает мне могилой... Не беспокойся...""",
CommonEvent[276].command[1010],____TEXT____,
CommonEvent[276].command[1011].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1012].textData,"""Я просто... На секундочку закрою глаза...""",
CommonEvent[276].command[1019],____TEXT____,
CommonEvent[276].command[1020].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1021].textData,"""...""",
CommonEvent[276].command[1022],____TEXT____,
CommonEvent[276].command[1023].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1024].textData,"""Мне нравится твой подход"". ",
CommonEvent[276].command[1025],____TEXT____,
CommonEvent[276].command[1026].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1027].textData,"""Так и поступим...""",
CommonEvent[276].command[1028],____TEXT____,
CommonEvent[276].command[1029].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1030].textData,"""Прости, что засомневался в себе. По крайней мере, я",
CommonEvent[276].command[1031].textData,"всё еще могу верить в тебя"".",
CommonEvent[276].command[1035],____TEXT____,
CommonEvent[276].command[1036].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1037].textData,"""...""",
CommonEvent[276].command[1038],____TEXT____,
CommonEvent[276].command[1039].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1040].textData,"""Я прошу прощения, но... Мне правда нужен небольшой",
CommonEvent[276].command[1041].textData,"перерыв от всего этого...""",
CommonEvent[276].command[1042],____TEXT____,
CommonEvent[276].command[1043].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1044].textData,"""Восхищаюсь твоей силой и стойкостью... Я вас догоню...",
CommonEvent[276].command[1045].textData,"Не волнуйся...""",
CommonEvent[276].command[1052],____TEXT____,
CommonEvent[276].command[1053].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[1054].textData,"""Ха-ха-ха! Ты говоришь как истинный Ольдегардец!""",
