ID,source,target
Map029.Event[253].Page[0].list.command[285].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[294],____TEXT____,
Map029.Event[253].Page[0].list.command[295].textData,Ты пытаешься открыть замок \c[2]Маленьким ключом\c[0].,
Map029.Event[253].Page[0].list.command[317],____TEXT____,
Map029.Event[253].Page[0].list.command[318].textData,Похоже дверь заперта...,
Map029.Event[253].Page[0].list.command[319],___CHOICE___,
Map029.Event[253].Page[0].list.command[319].textChoice[0],Выломать дверь,
Map029.Event[253].Page[0].list.command[319].textChoice[1],Отойти,
Map029.Event[253].Page[0].list.command[329],____TEXT____,
Map029.Event[253].Page[0].list.command[330].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[336],____TEXT____,
Map029.Event[253].Page[0].list.command[337].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[348],____TEXT____,
Map029.Event[253].Page[0].list.command[349].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[355],____TEXT____,
Map029.Event[253].Page[0].list.command[356].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[366],____TEXT____,
Map029.Event[253].Page[0].list.command[367].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[373],____TEXT____,
Map029.Event[253].Page[0].list.command[374].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[254].Page[0].list.command[0],____TEXT____,
Map029.Event[254].Page[0].list.command[1].textData,На стене висит флаг королевства Рондон.,
Map029.Event[254].Page[0].list.command[2],____TEXT____,
Map029.Event[254].Page[0].list.command[3].textData,Ты можешь порвать флаг ради куска ткани...,
Map029.Event[254].Page[0].list.command[4],___CHOICE___,
Map029.Event[254].Page[0].list.command[4].textChoice[0],Порвать флаг,
Map029.Event[254].Page[0].list.command[4].textChoice[1],Уйти,
Map029.Event[254].Page[0].list.command[8],____TEXT____,
Map029.Event[254].Page[0].list.command[9].textData,Ты получаешь \c[2]Кусок ткани\c[0]!,
Map029.Event[254].Page[1].list.command[0],____TEXT____,
Map029.Event[254].Page[1].list.command[1].textData,На стене висит флаг королевства Рондон.,
Map029.Event[255].Page[0].list.command[0],____TEXT____,
Map029.Event[255].Page[0].list.command[1].textData,На стене висит флаг королевства Рондон.,
Map029.Event[255].Page[0].list.command[2],____TEXT____,
Map029.Event[255].Page[0].list.command[3].textData,Ты можешь порвать флаг ради куска ткани...,
Map029.Event[255].Page[0].list.command[4],___CHOICE___,
Map029.Event[255].Page[0].list.command[4].textChoice[0],Порвать флаг,
Map029.Event[255].Page[0].list.command[4].textChoice[1],Уйти,
Map029.Event[255].Page[0].list.command[8],____TEXT____,
Map029.Event[255].Page[0].list.command[9].textData,Ты получаешь \c[2]Кусок ткани\c[0]!,
Map029.Event[255].Page[1].list.command[0],____TEXT____,
Map029.Event[255].Page[1].list.command[1].textData,На стене висит флаг королевства Рондон.,
Map029.Event[257].Page[0].list.command[0],____TEXT____,
Map029.Event[257].Page[0].list.command[1].textData,От гнилого мяса на столе исходит невероятная вонь!,
Map029.Event[257].Page[0].list.command[2].textData,Тарелки усеяны личинками.,
Map029.Event[257].Page[0].list.command[3],____TEXT____,
Map029.Event[257].Page[0].list.command[4].textData,"Интересно, кто-то действительно это ест?",
Map029.Event[257].Page[0].list.command[5].textData,Иначе зачем оно здесь?,
Map029.Event[257].Page[0].list.command[6],___CHOICE___,
Map029.Event[257].Page[0].list.command[6].textChoice[0],Взять немного,
Map029.Event[257].Page[0].list.command[6].textChoice[1],Отойти,
Map029.Event[257].Page[0].list.command[8],____TEXT____,
Map029.Event[257].Page[0].list.command[9].textData,Ты берешь немного \c[2]Гнилого мяса\c[0].,
Map029.Event[257].Page[0].list.command[10].textData,"Оно слизкое и мягкое, едва не разваливается.",
Map029.Event[257].Page[0].list.command[12],____TEXT____,
Map029.Event[257].Page[0].list.command[13].textData,Одна из личинок залезает тебе на руку.,
Map029.Event[257].Page[1].list.command[0],____TEXT____,
Map029.Event[257].Page[1].list.command[1].textData,От гнилого мяса на столе исходит невероятная вонь!,
Map029.Event[257].Page[1].list.command[2].textData,Тарелки усеяны личинками.,
Map029.Event[257].Page[1].list.command[3],____TEXT____,
Map029.Event[257].Page[1].list.command[4].textData,"Интересно, кто-то действительно это ест?",
Map029.Event[257].Page[1].list.command[5].textData,Иначе зачем оно здесь?,
Map029.Event[260].Page[0].list.command[0].textComment,<follower touch>,
Map029.Event[260].Page[3].list.command[2],____TEXT____,
Map029.Event[260].Page[3].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[260].Page[3].list.command[4],___CHOICE___,
Map029.Event[260].Page[3].list.command[4].textChoice[0],Да,
Map029.Event[260].Page[3].list.command[4].textChoice[1],Нет,
Map029.Event[260].Page[3].list.command[7],____TEXT____,
Map029.Event[260].Page[3].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[260].Page[3].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[260].Page[3].list.command[23],____TEXT____,
Map029.Event[260].Page[3].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки мертвой гончей.,
Map029.Event[260].Page[3].list.command[25],___CHOICE___,
Map029.Event[260].Page[3].list.command[25].textChoice[0],Да,
Map029.Event[260].Page[3].list.command[25].textChoice[1],Нет,
Map029.Event[260].Page[3].list.command[72],____TEXT____,
Map029.Event[260].Page[3].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[260].Page[3].list.command[88],____TEXT____,
Map029.Event[260].Page[3].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на пещерном волке.,
Map029.Event[260].Page[3].list.command[90],___CHOICE___,
Map029.Event[260].Page[3].list.command[90].textChoice[0],Использовать,
Map029.Event[260].Page[3].list.command[90].textChoice[1],Нет,
Map029.Event[260].Page[3].list.command[144],____TEXT____,
Map029.Event[260].Page[3].list.command[145].textData,Дитя проросло из твоего семени!,
Map029.Event[260].Page[3].list.command[146],____TEXT____,
Map029.Event[260].Page[3].list.command[147].textData,Ты берёшь дитя с собой.,
Map029.Event[260].Page[3].list.command[161],____TEXT____,
Map029.Event[260].Page[3].list.command[162].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[260].Page[3].list.command[176],____TEXT____,
Map029.Event[260].Page[3].list.command[177].textData,Перед тобой лежит Мертвая гончая.,
Map029.Event[260].Page[3].list.command[178],___CHOICE___,
Map029.Event[260].Page[3].list.command[178].textChoice[0],Ударить его,
Map029.Event[260].Page[3].list.command[178].textChoice[1],Обыскать его,
Map029.Event[260].Page[3].list.command[178].textChoice[2],Уйти,
Map029.Event[260].Page[3].list.command[184],____TEXT____,
Map029.Event[260].Page[3].list.command[185].textData,Гончая определенно мертва.,
Map029.Event[260].Page[3].list.command[188],____TEXT____,
Map029.Event[260].Page[3].list.command[189].textData,Похоже у гончей нет ничего ценного.,
Map029.Event[260].Page[4].list.command[2],____TEXT____,
Map029.Event[260].Page[4].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[260].Page[4].list.command[4],___CHOICE___,
Map029.Event[260].Page[4].list.command[4].textChoice[0],Да,
Map029.Event[260].Page[4].list.command[4].textChoice[1],Нет,
Map029.Event[260].Page[4].list.command[7],____TEXT____,
Map029.Event[260].Page[4].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[260].Page[4].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[260].Page[4].list.command[22],____TEXT____,
Map029.Event[260].Page[4].list.command[23].textData,Осталась лишь груда мяса...,
Map029.Event[261].Page[0].list.command[0].textComment,<follower touch>,
Map029.Event[261].Page[3].list.command[2],____TEXT____,
Map029.Event[261].Page[3].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[261].Page[3].list.command[4],___CHOICE___,
Map029.Event[261].Page[3].list.command[4].textChoice[0],Да,
Map029.Event[261].Page[3].list.command[4].textChoice[1],Нет,
Map029.Event[261].Page[3].list.command[7],____TEXT____,
Map029.Event[261].Page[3].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[261].Page[3].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[261].Page[3].list.command[23],____TEXT____,
Map029.Event[261].Page[3].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки мертвой гончей.,
Map029.Event[261].Page[3].list.command[25],___CHOICE___,
Map029.Event[261].Page[3].list.command[25].textChoice[0],Да,
Map029.Event[261].Page[3].list.command[25].textChoice[1],Нет,
Map029.Event[261].Page[3].list.command[72],____TEXT____,
Map029.Event[261].Page[3].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[261].Page[3].list.command[88],____TEXT____,
Map029.Event[261].Page[3].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на пещерном волке.,
Map029.Event[261].Page[3].list.command[90],___CHOICE___,
Map029.Event[261].Page[3].list.command[90].textChoice[0],Использовать,
Map029.Event[261].Page[3].list.command[90].textChoice[1],Нет,
Map029.Event[261].Page[3].list.command[144],____TEXT____,
Map029.Event[261].Page[3].list.command[145].textData,Дитя проросло из твоего семени!,
Map029.Event[261].Page[3].list.command[146],____TEXT____,
Map029.Event[261].Page[3].list.command[147].textData,Ты берёшь дитя с собой.,
Map029.Event[261].Page[3].list.command[161],____TEXT____,
Map029.Event[261].Page[3].list.command[162].textData,"Тебе не хватает рассудка, для этого действия.",
